"dataInizio","dataFine","sindacato","settore","categoria","modalita","rilevanza","dataProclamazione","dataRicezione","nome_regione","nome_provincia","note"
"2017-12-11","2017-12-12","FILT-CGIL/FIT-CISL/UILT-UIL","Trasporto merci","PERSONALE IMPRESE TRASPORTO MERCI, LOGISTICA E SPEDIZIONE","48 ORE: DALLE 00.00 DELL'11/12 ALLE 24.00 DEL 12/12","Nazionale","2017-10-28","2017-11-02 16:19:00"," Italia","Tutte",""
"2017-12-10","2017-12-12","SLAI PROL COBAS/FAO-COBAS","Trasporto merci","PERSONALE AZIENDE DEL SETTORE TRASPORTO MERCI","72 ORE: DALLE 00.00 DEL 10/12 ALLE 24.00 DEL 12/12","Nazionale","2017-11-02","2017-11-02 15:14:00"," Italia","Tutte",""
"2017-12-17","2017-12-17","ORSA FERROVIE","Ferroviario","PERSONALE SOCC. GRUPPO FSI, NTV, TRENORD","8 ORE: DALLE 9.01 ALLE 16.59","Nazionale","2017-11-11","2017-11-11 00:00:00"," Italia","Tutte",""
"2017-12-17","2017-12-18","ORSA FERROVIE","Trasporto merci","PERSONALE SERVIZIO FERROVIARIO MERCI SOCC. BLS ITALIA, CAPTRAIN I., C.F.I., DB CARGO I., FUORIMURO, HUPAC, IN RAIL, INTEROPORTO S.I. ED ALTRE","8 ORE: DALLE 22.00 DEL 17/12 ALLE 06.00 DEL 18/12","Nazionale","2017-11-11","2017-11-11 00:00:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-11-13","2017-11-13 16:20:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","OSR FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. AVIATION SERVICES DELL'AEROPORTO DI FIUMICINO","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-11-14","2017-11-14 15:32:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-11-24","2017-11-24 11:43:00"," Italia","Tutte",""
"2017-12-07","2017-12-07","FILT-CGIL/FIT-CISL/UILT-UILT/UGL TRASPORTI/SALPAS-ORSA/FAST MOBILITA'","Appalti ferroviari","PERSONALE APPALTI FERROVIARI SOCC. BONI, COMPASS, DUSSMANN SERVICE E MIORELLI","MEZZO TURNO LAVORATIVO","Nazionale","2017-11-24","2017-11-24 12:45:00"," Italia","Tutte",""
"2017-12-14","2017-12-14","USB-TAXI/UNIMPRESA/FAST TPNL-CONFSAL/MIT/ORSA TRASPORTI","Taxi","FERMO NAZIONALE SERVIZIO TAXI","14 ORE: DALLE 8.00 ALLE 22.00","Nazionale","2017-11-28","2017-11-28 14:08:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. MCGINLEY AVIATION","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-11-28","2017-11-28 14:51:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. BROOKFIELD AVIATION INTERNATIONAL","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-11-28","2017-11-28 14:53:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. CREWLINK IRELAND LIMITED","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-11-28","2017-11-28 14:54:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. RYANAIR LIMITED","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-11-28","2017-11-28 14:54:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. WORKFORCE INTERNATIONAL CONTRACTORS LIMITED","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-11-28","2017-11-28 14:56:00"," Italia","Tutte",""
"2017-12-17","2017-12-17","ORSA FERROVIE","Ferroviario","PERSONALE DI MACCHINA DELLA SOC. MERCITALIA RAIL","8 ORE: DALLE 9.01 ALLE 16.59","Nazionale","2017-11-30","2017-11-30 19:33:00"," Italia","Tutte",""
"2017-12-17","2017-12-17","ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA ADDETTO ALLA CIRCOLAZIONE TRENI (MACCHINISTI E CAPITRENO) ED ALLA VENDITA ED ASSISTENZA","8 ORE: DALLE 9.01 ALLE 16.59","Nazionale","2017-11-30","2017-12-01 10:53:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","UNADIS","Aereo","PERSONALE DIRIGENTE ENTE NAZIONALE PER L'AVIAZIONE CIVILE","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-11-09","2017-12-01 12:34:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","OSL FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. ENAV ACC DI ROMA","4 ORE: DALLE 13.00 ALE 17.00","Nazionale","2017-12-01","2017-12-01 15:57:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","OSR FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. AVIATION SERVICES OPERANTE PRESSO GLI AEROPORTI DI ROMA FIUMICINO E CIAMPINO","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-12-01","2017-12-01 16:53:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","ANPAC","Aereo","PERSONALE NAVIGANTE - PILOTI ED ASSISTENTI DI VOLO DELLA SOC. RYANAIR LIMITED","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2017-12-01","2017-12-01 16:59:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","USB LAVORO PRIVATO","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. VUELING AIRLINES","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2017-12-02","2017-12-02 00:00:00"," Italia","Tutte",""
"2017-12-15","2017-12-15","FILT-CGIL/FIT-CISL/UILT-UIL","Marittimo","PERSONALE INTERO SETTORE PORTUALE","24 ORE","Nazionale","2017-12-05","2017-12-05 14:37:00"," Italia","Tutte",""
"2018-01-19","2018-01-19","UNADIS","Aereo","PERSONALE DIRIGENTE ENTE NAZIONALE PER L'AVIAZIONE CIVILE","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-12-05","2017-12-06 10:38:00"," Italia","Tutte",""
"2018-01-19","2018-01-19","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE DIPENDENTE DELLE SOCIETA' DI HANDLING AEROPORTUALE","24 ORE","Nazionale","2017-12-15","2017-12-15 17:49:00"," Italia","Tutte",""
"2018-01-19","2018-01-19","FATA-CISAL","Aereo","PERSONALE NON DIRIGENTE SOC. ENAV","4 ORE: DALLE 14.00 ALLE 18.00","Nazionale","2017-12-18","2017-12-18 11:56:00"," Italia","Tutte",""
"2018-01-19","2018-01-19","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE SOC. AVIAPARTNER HANDLING OPERANTE PRESSO L'AEROPORTO DI ROMA FIUMICINO","4 ORE: DALLE 12.00 ALLE 16.00","Nazionale","2017-12-18","2017-12-18 16:37:00"," Italia","Tutte",""
"2018-01-19","2018-01-19","CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-12-19","2017-12-19 10:20:00"," Italia","Tutte","ADESIONE DELLA O.S. CUB TRASPORTI - ESCLUSIONE DEL PERSONALE DELLA SOC. ENAV - ADESIONE DELLA O.S. ORMA DI VERONA"
"2018-02-10","2018-02-10","RSA UGL T.A./UNICA","Aereo","PERSONALE SOC. ENAV DEL C.A. DI ROMA FIUMICINO","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2017-12-19","2017-12-19 18:45:00"," Italia","Tutte",""
"2018-01-29","2018-01-29","FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/FAST MOBILITA'","Ferroviario","PERSONALE DELLA SOC. NTV","8 ORE: DALLE 10.00 ALLE 17.59","Nazionale","2017-12-20","2017-12-20 16:40:00"," Italia","Tutte",""
"2018-01-19","2018-01-19","USB LAVORO PRIVATO","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. VUELING AIRLINES","24 ORE: DALLE 00.00 ALLE 23.59","Nazionale","2017-12-22","2017-12-22 11:04:00"," Italia","Tutte",""
"2018-02-09","2018-02-09","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2017-12-23","2017-12-23 09:37:00"," Italia","Tutte",""
"2018-01-21","2018-01-23","SLAI PROL COBAS/FAO-COBAS","Trasporto merci","PERSONALE AZIENDE DEL SETTORE TRASPORTO MERCI","72 ORE: DALLE 00.00 DEL 21/1 ALLE 24.00 DEL 23/1","Nazionale","2018-01-03","2018-01-03 17:05:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. BROOKFIELD AVIATION INTERNATIONAL","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-10","2018-01-10 12:29:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. CREWLINK IRELAND LIMITED","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-10","2018-01-10 12:31:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. MCGINLEY AVIATION","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-10","2018-01-10 00:00:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. RYANAIR LIMITED","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-10","2018-01-10 12:33:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FIT-CISL","Aereo","PERSONALE NAVIGANTE DELLA SOC. WORKFORCE  INTERNATIONAL CONTRACTORS  LIMITED","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-10","2018-01-10 12:34:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FILT-CGIL/UILT-UIL","Aereo","PERSONALE NAVIGANTE DEL GRUPPO RYANAIR","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-10","2018-01-10 16:40:00"," Italia","Tutte",""
"2018-02-23","2018-02-23","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2018-01-11","2018-01-11 13:46:00"," Italia","Tutte",""
"2018-01-29","2018-01-29","ORSA FERROVIE","Ferroviario","PERSONALE DELLA SOC. NTV","8 ORE: DALLE 10.00 ALLE 17.59","Nazionale","2018-01-11","2018-01-11 16:38:00"," Italia","Tutte",""
"2018-02-28","2018-02-28","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2018-01-11","2018-01-11 17:53:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA/ANPAC/ANPAV","Aereo","PERSONALE NAVIGANTE SOC. BLUE PANORAMA AIRLINES","4 ORE: DALLE 10.01 ALLE 14.00","Nazionale","2018-01-18","2018-01-18 09:34:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","FATA-CISAL","Aereo","PERSONALE NON DIRIGENTE SOC. ENAV DEL C.A. DI FIUMICINO","4 ORE: DALLE 12.00 ALLE 16.00","Nazionale","2018-01-18","2018-01-18 14:13:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","UGL-TA","Aereo","PERSONALE NAVIGANTE (PILOTI ED ASSISTENTI DI VOLO) DELLA SOC. RYANAIR LIMITED","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-26","2018-01-26 12:26:00"," Italia","Tutte",""
"2018-01-28","2018-01-28","USB LAVORO PRIVATO","Ferroviario","PERSONALE GRUPPO FSI E SOC. TRENORD","4 ORE: DALLE 9.01 ALLE 13.00","Nazionale","2018-01-26","2018-01-26 17:33:00"," Italia","Tutte",""
"2018-01-28","2018-01-28","CUB TRASPORTI","Ferroviario","PERSONALE GRUPPO FSI E SOC. TRENORD","4 ORE: DALLE 9.00 ALLE 13.00","Nazionale","2018-01-26","2018-01-26 22:24:00"," Italia","Tutte",""
"2018-01-28","2018-01-28","CUB TRASPORTI/SGB","Ferroviario","PERSONALE GRUPPO FSI E SOC. TRENORD","4 ORE: DALLE 9.00 ALLE 13.00","Nazionale","2018-01-27","2018-01-27 10:11:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","USB LAVORO PRIVATO","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. VUELING AIRLINES","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2018-01-29","2018-01-29 14:47:00"," Italia","Tutte",""
"2018-02-10","2018-02-10","OSR FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. AVIATION SERVICES OPERANTE PRESSO GLI AEROPORTI DI ROMA FIUMICINO E CIAMPINO","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2018-01-15","2018-01-31 16:58:00"," Italia","Tutte",""
"2018-02-28","2018-02-28","OSR CUB TRASPORTI","Aereo","PERSONALE SOC. AVIAPARTNER HANDLING AEROPORTO DI MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-01-31","2018-01-31 17:41:00"," Italia","Tutte",""
"2018-02-26","2018-02-26","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE SERVIZIO CATERING DELLA SOC. DNATA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-02-01","2018-02-01 16:12:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","OSR FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. AVIATION SERVICES OPERANTE PRESSO GLI AEROPORTI DI ROMA FIUMICINO E CIAMPINO","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2018-02-01","2018-02-01 17:58:00"," Italia","Tutte",""
"2018-02-26","2018-02-26","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2018-02-01","2018-02-01 22:03:00"," Italia","Tutte",""
"2018-02-11","2018-02-11","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL","Trasporto pubblico locale","PERSONALE DELLA SOC. VIAGGI E TURISMO MAROZZI","4 ORE: DALLE 20.00 ALLE 24.00","Nazionale","2018-02-01","2018-02-02 15:00:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","USI","Generale","SCIOPERO GENERALE CATEGORIE E COMPARTI PUBBLICI E PRIVATI","INTERA GIORNATA - FERROVIARIO: DALLE 00.00 ALLE 21.00; AEREO: DALLE 00.01 ALLE 23.59","Nazionale","2017-12-28","2018-02-02 15:21:00"," Italia","Tutte","ADESIONE DA PARTE O.S. CUB TRASPORTI PER IL PERSONALE DELLE COMPAGNIE AEREE, DEGLI AEROPORTI E DELL'INDOTTO E DEL PERSONALE DELLE AZIENDE DEGLI APPALTI FERROVIARI - ADL VARESE PER AEROPORTI MILANO LINATE E MALPENSA"
"2018-02-26","2018-02-26","OSR CUB TRASPORTI","Aereo","PERSONALE SOC. AVIAPARTNER HANDLING AEROPORTO DI MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-02-05","2018-02-05 18:47:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","USB","Generale","SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE","INTERA GIORNATA; AEREO 24 ORE: DALLE 00.00 ALLE 23.59; FERROVIARIO 21 ORE: DALLE 00.00 ALLE 21.00; TPL E TRASPORTO MERCI E LOGISTICA : 24 ORE CON MODALITA' TERRITORIALI; TAXI: 08.00-22.00","Nazionale","2018-02-05","2018-02-12 11:20:00"," Italia","Tutte",""
"2018-02-23","2018-02-23","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL","Trasporto pubblico locale","PERSONALE DELLA SOC. VIAGGI E TURISMO MAROZZI","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2018-02-12","2018-02-12 18:17:00"," Italia","Tutte",""
"2018-03-23","2018-03-23","FILT-CGIL/FIT-CISL/UILT-UILT/UGL TRASPORTI/SALPAS-ORSA/FAST MOBILITA'","Appalti ferroviari","PERSONALE APPALTI FERROVIARI SOCC. BONI, COMPASS, DUSSMANN SERVICE E MIORELLI SERVICE","INTERO TURNO LAVORATIVO","Nazionale","2018-02-16","2018-02-16 11:38:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","USB LAVORO PRIVATO/APM-TA/COBAS LAVORO PRIVATO","Aereo","PERSONALE SOCC. MERIDIANA FLY, AIR ITALY E MERIDIANA MAINTENANCE","4 ORE: DALLE 12.00 ALLE 16.00","Nazionale","2018-02-16","2018-02-16 14:32:00"," Italia","Tutte","ASTENSIONE DAL LAVORO STRAORDINARIO PER LA SOC. MERIDIANA MAINTENANCE DALL' 08/3 AL 28/3"
"2018-03-25","2018-03-26","ORSA FERROVIE","Trasporto merci","PERSONALE SERVIZIO FERROVIARIO MERCI SOCC. BLS ITALIA, CAPTRAIN I., C.F.I., DB CARGO I., FUORIMURO, HUPAC, IN RAIL, INTEROPORTO S.C. ED ALTRE","24 ORE: DALLE 21.00 DEL 25/3 ALLE 21.00 DEL 26/3","Nazionale","2018-02-18","2018-02-18 15:26:00"," Italia","Tutte",""
"2018-03-25","2018-03-26","ORSA FERROVIE","Ferroviario","PERSONALE SOCC. GRUPPO FSI, NTV, TRENORD","24 ORE: DALLE 21.00 DEL 25/3 ALLE 21.00 DEL 26/3","Nazionale","2018-02-18","2018-02-18 15:26:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2018-02-18","2018-02-18 19:09:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","CONFAEL ASSOVOLO TRASPORTO AEREO","Aereo","PERSONALE NAVIGANTE (PILOTI ED ASSISTENTI DI VOLO) GRUPPO ALITALIA SAI","4 ORE: DALLE 12.00 ALLE 16.00","Nazionale","2018-02-20","2018-02-20 08:50:00"," Italia","Tutte",""
"2018-03-24","2018-03-24","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA/ANPAC/ANPAV","Aereo","PERSONALE NAVIGANTE SOC. BLUE PANORAMA AIRLINES","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2018-02-19","2018-02-23 15:32:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","FILT-CGIL/UILT-UIL/UNICA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2018-02-23","2018-02-23 17:48:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","RSA UGL T.A./UNICA","Aereo","PERSONALE SOC. ENAV DEL C.A. DI ROMA FIUMICINO","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2018-02-23","2018-02-23 18:46:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2018-02-24","2018-02-24 18:33:00"," Italia","Tutte",""
"2018-04-12","2018-04-13","ORSA FERROVIE","Ferroviario","PERSONALE SOCC. GRUPPO FSI, NTV, TRENORD","24 ORE: DALLE 21.00 DEL 12/4 ALLE 21.00 DEL 13/4","Nazionale","2018-02-28","2018-02-28 15:35:00"," Italia","Tutte",""
"2018-04-12","2018-04-13","ORSA FERROVIE","Trasporto merci","PERSONALE SERVIZIO FERROVIARIO MERCI SOCC. BLS ITALIA, CAPTRAIN I., C.F.I., DB CARGO I., FUORIMURO, HUPAC, IN RAIL, INTEROPORTO S.C. ED ALTRE","24 ORE: DALLE 21.00 DEL 12/4 ALLE 21.00 DEL13/4","Nazionale","2018-02-28","2018-02-28 15:35:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","CUB TRASPORTI","Ferroviario","PERSONALE GRUPPO FSI, NTV E SOC. TRENORD","8 ORE: DALLE 9.00 ALLE 17.00","Nazionale","2018-03-22","2018-03-22 23:14:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","CUB TRASPORTI","Trasporto merci","PERSONALE AZIENDE FERROVIARIE DI TRASPORTO MERCI (RTC, CAPTRAIN ITALIA, SBB CARGO ITALY, DB CARGO ITALY ED ALTRE 8)","8 ORE: DALLE 9.00 ALLE 17.00","Nazionale","2018-02-22","2018-02-22 23:14:00"," Italia","Tutte",""
"2018-03-08","2018-03-08","COBAS LAVORO PRIVATO","Generale","SCIOPERO GENERALE PERSONALE DIPENDENTE SETTORE PRIVATO","INTERA GIORNATA","Nazionale","2018-02-15","2018-03-02 13:35:00"," Italia","Tutte","ESCLUSO DALLO SCIOPERO PERSONALE SETTORE TRASPORTO MARITTIMO"
"2018-03-24","2018-03-24","ANPAC","Aereo","TECNICI DI LINEA SOC. BLUE PANORAMA AIRLINES","4 ORE: DALLE 10.01 ALLE 14.01","Nazionale","2018-03-09","2018-03-09 16:19:00"," Italia","Tutte",""
"2018-04-27","2018-04-27","CUB TRASPORTI","Aereo","PERSONALE GRUPPO ALITALIA-SAI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2018-03-12","2018-03-12 20:56:00"," Italia","Tutte",""
"2018-05-08","2018-05-08","FILT-CGIL/UILT-UIL/UNICA","Aereo","PERSONALE SOC. ENAV","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2018-03-13","2018-03-13 12:32:00"," Italia","Tutte","ESCLUSI I VOLI DA E PER L'AEROPORTO DI ALGHERO"
"2018-05-14","2018-05-14","OSR CUB TRASPORTI","Aereo","PERSONALE SOC. AVIAPARTNER HANDLING AEROPORTO DI MALPENSA","24 ORE: DALLE 00.00 ALLE 23.59","Nazionale","2018-03-13","2018-03-13 14:01:00"," Italia","Tutte",""
"2018-05-08","2018-05-08","FIT-CISL/UGL-TA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2018-03-13","2018-03-13 14:44:00"," Italia","Tutte","ESCLUSI I VOLI DA E PER L'AEROPORTO DI ALGHERO"
"2018-04-09","2018-04-09","CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2018-03-12","2018-03-14 11:17:00"," Italia","Tutte","ADESIONE DELLA O.S. CUB TRASPORTI"
"2018-04-13","2018-04-13","CONFEDERAZIONE CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2018-03-14","2018-03-14 12:37:00"," Italia","Tutte"," ADESIONE DELLA O.S. CUB TRASPORTI - ESCLUSIONE DEL PERSONALE DELLA SOC. ENAV ED ASSICURAZIONE DEI VOLI DA E PER L'AEROPORTO DI ALGHERO"
"2018-03-27","2018-03-28","ORSA FERROVIE","Ferroviario","PERSONALE DELLA SOC. NTV","24 ORE: DALLE 21.00 DEL 27/3 ALLE 20.59 DEL 28/3","Nazionale","2018-03-15","2018-03-15 16:07:00"," Italia","Tutte",""
"2018-04-13","2018-04-13","OSR CUB TRASPORTI","Aereo","PERSONALE SOC. AVIAPARTNER HANDLING AEROPORTO DI MALPENSA","24 ORE: DALLE 00.00 ALLE 23.59","Nazionale","2018-03-16","2018-03-16 11:02:00"," Italia","Tutte","ESCLUSIONE DEI VOLI DA E PER L'AEROPORTO DI ALGHERO"
"2018-04-23","2018-03-23","OSR FILT-CGIL/FIT-CISL/UILT-UIL/ORSA FERROVIE/FAISA-CISAL","Trasporto merci","PERSONALE TRASPORTO MERCI SOC. DB CARGO ITALIA","8 ORE: DALLE 4.00 ALLE 12.00","Nazionale","2018-03-26","2018-03-26 17:11:00"," Italia","Tutte",""
"2018-04-13","2018-04-13","OSR CUB TRASPORTI","Aereo","PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-03-28","2018-03-28 07:46:00"," Italia","Tutte","ESCLUSI I VOLI DA E PER ALGHERO"
"2018-05-08","2018-05-08","FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA","Aereo","PERSONALE DIPENDENTE SOCIETA' DI HANDLING AEROPORTUALE","8 ORE: DALLE 10.00 ALLE 18.00","Nazionale","2018-03-28","2018-03-28 10:28:00"," Italia","Tutte",""
"2018-05-26","2018-05-26","ANPAC","Aereo","TECNICI DI LINEA SOC. BLUE PANORAMA AIRLINES","24 ORE: DALLE 00.01 ALLE 24.00","Nazionale","2018-03-28","2018-03-28 12:56:00"," Italia","Tutte",""
"2018-04-13","2018-04-13","OST ADL VARESE","Aereo","PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-03-28","2018-03-28 16:52:00"," Italia","Tutte","ESCLUSI I VOLI DA E PER ALGHERO"
"2018-04-13","2018-04-13","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-03-28","2018-03-29 12:39:00"," Italia","Tutte","ESCLUSI I VOLI DA E PER L'AEROPORTO DI ALGHERO"
"2018-04-13","2018-04-13","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOC. ATA AIRPORTS DI MILANO MALPENSA","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2018-03-28","2018-03-29 13:00:00"," Italia","Tutte"," ESCLUSI I VOLI DA E PER L'AEROPORTO DI ALGHERO"
"2018-06-08","2018-06-08","CUB","Intersettoriale","SCIOPERO GENERALE DEI TRASPORTI PUBBLICI E PRIVATI, DELLA LOGISTICA E DEI SERVIZI COLLEGATI DELL'INDOTTO","AEREO 4 ORE: DALLE 13.00 ALLE 17.00; TRASPORTO FERROVIARIO E MERCI SU ROTAIA 8 ORE: DALLE 22.01 DEL 7/6 ALLE 05.59 DELL'8/6; APPALTI FERROVIARI: SECONDA META' DI OGNI TURNO; TPL 4 ORE CON MODALITA' TERRITORIALI;  AUTOSTRADALE: 4 ORE PER TURNO","Nazionale","2018-04-04","2018-04-04 18:17:00"," Italia","Tutte","ADESIONE O.S. CUB TRASPORTI"
"2018-05-08","2018-05-08","RSA FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA/UNICA","Aereo","PERSONALE SOC. ENAV ACC DI PADOVA","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2018-04-05","2018-04-05 09:37:00"," Italia","Tutte",""
"2018-05-08","2018-05-08","RSA UGL-TA/UNICA","Aereo","PERSONALE SOC. ENAV DEL C.A. DI ROMA FIUMICINO","8 ORE:  DALLE 10.00 ALLE 18.00","Nazionale","2018-04-13","2018-04-13 17:47:00"," Italia","Tutte",""
